alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy115,49,16,24,0,0,0,8,3,0,0,0,0,4.55,1.6288,17.226,-31.6296,10.746,-56.78093538,2340.53,722.23,6.405349,1.4047,354.7302,83.4085,8.5462,0.795183479,0.14712983,1.863836,2.14678,0.0013638,217.48,3540.5,32.07,71.6822213,2340.38,102.12,4342.33,558.964,28.116,613.2594,70.834,1.6288,1.21598,57.41,24.587,354.9066,354.9066,411.8594,179.2,155.14,0.00017123,120.24,139.69,112.15,6.48306,11.19067,23.98524,0.39906,61.395,0.000006657,4.67516,0.000160205,5.985,145.87,131.56,0.846555087,5.179678072,2.9304E-06,259.9296,591542.75,123.6451,709.1802174,201672.1356,2173.7856,607666.6611,16629.3891,108.922544,16075.11752,1774.938444,0.02967456,0.06593652,146.9019,181.759731,6948.294808,6948.294808,7907.507228,980.8,387.4604,7.42649E-09,45.3424,135.7139,34.1675,6.263491476,0.996809401,3.431125502,0.029992116,1931.781675,3.91885E-12,14.09977913,1.34335E-07,0.127275,27.6131,51.4064,14.01,"T. Zhao, Q. Wang, R. Chen, X. Wang, Y. Su, H. Fu, Optimization of Zr and Mo element on room-temperature fracture toughness and the integrity of oxide film, J. Mater. Res. Technol. 26 (2023) 5683-5695."
alloy116,46,16,24,0,0,0,8,6,0,0,0,0,4.58,1.6456,19.451,-31.8048,11.3385,-58.39256204,2344.91,726.89,6.439527,1.4027,354.27,83.5856,8.5674,0.835966962,0.154474755,1.820696,2.19028,0.0013788,217.48,3621.8,32.1,71.7735302,2344.76,108.84,4339.18,556.264,28.152,611.0388,70.408,1.6456,1.21448,57.5,24.11,354.4356,354.4356,411.3884,178.96,154.84,0.000167729,120.12,139.42,112.06,6.53436,11.14546,23.96904,0.39864,63.954,0.000006582,5.07416,0.000160202,5.97,145.66,131.44,0.846664317,5.154140962,2.90876E-06,259.9296,795418.76,124.21,713.3256979,205880.7024,3672.6144,603737.0676,16211.5047,108.869696,15702.76332,1767.799536,0.03783264,0.06587421,146.37,186.2421,6978.552885,6978.552885,7991.414841,973.6384,385.0544,7.36228E-09,44.6656,134.1236,33.7364,6.56270283,1.094514088,3.419692838,0.03011043,2104.132884,4.00428E-12,20.86310045,1.34336E-07,0.1341,28.9844,51.2864,14.88,"T. Zhao, Q. Wang, R. Chen, X. Wang, Y. Su, H. Fu, Optimization of Zr and Mo element on room-temperature fracture toughness and the integrity of oxide film, J. Mater. Res. Technol. 26 (2023) 5683-5695."
alloy117,64,16,0,0,0,0,20,0,0,0,0,0,4.64,1.594,17.013,-31.6416,7.4886,-50.03113036,2455.67,687.22,7.044236,1.4196,362.76,78.7477,9.4914,0.581182063,0.083126612,1.937216,0.79936,0.00042,221.68,3339.2,36.48,82.1984768,2455.52,88.32,4654.96,609.88,29.088,663.12,84.7,1.594,1.27712,57.32,20.768,362.9904,362.9904,401.2904,185.68,157.72,0.000172883,122.52,143.44,114.76,7.1598,11.66908,23.98224,0.33912,62.748,0.000006228,4.76816,0.00016018,5.88,147.52,133.48,0.910000731,0.21860375,1.952E-08,192.0576,262799.36,96.4096,558.1966984,171453.3696,533.8176,435425.7984,11750.4256,96.947456,10956.8256,764.04,0.028944,0.041443386,148.3776,113.074176,6186.159604,6186.159604,9005.774964,1072.0576,434.2016,8.43799E-09,46.4896,150.8864,34.8224,5.08924816,1.559482554,3.437207942,0.026509466,1563.468096,2.89722E-12,7.146250374,1.34342E-07,0.2256,47.1296,70.1696,11.38,"C. Zheng, Q. Wang, R. Chen, W. Wei, Y. Su, H. Fu, Mechanical properties and microstructure evolution of NbSiZr based alloy, J. Alloys Compd. 963 (2023) 171155."
alloy118,60,16,0,0,4,0,20,0,0,0,0,0,4.68,1.5964,17.062,-32.3392,8.7326,-53.58448056,2432.87,686.07,6.990484,1.4124,361.1984,79.7617,9.8269,0.656951333,0.090429576,1.927376,0.87736,0.000488,221.68,3437.6,35.8,80.562066,2432.72,95.28,4572.04,596.36,28.856,649.6992,83.828,1.5964,1.27196,57.4,21.444,361.4144,361.4144,399.7144,184.4,156.72,0.000176111,121.96,142.44,114.24,7.1046,11.524708,23.93224,0.34648,64.356,0.000006132,4.81616,0.000160179,5.98,146.8,132.88,0.900068156,0.41931959,1.27776E-07,192.0576,522890.24,101.36,587.4198416,170501.2416,1928.6016,540402.5184,14241.3504,99.300864,13403.96354,779.847616,0.02911104,0.042248758,147.84,133.278464,6348.495169,6348.495169,9288.832129,1079.84,445.6416,9.102E-09,51.2384,167.7664,40.0224,5.00669104,2.29882427,3.435431942,0.02671849,1596.425664,2.91258E-12,7.387003014,1.34343E-07,0.4896,61.76,78.1856,8.68,"C. Zheng, Q. Wang, R. Chen, W. Wei, Y. Su, H. Fu, Mechanical properties and microstructure evolution of NbSiZr based alloy, J. Alloys Compd. 963 (2023) 171155."
alloy119,60,16,0,0,0,4,20,0,0,0,0,0,4.6,1.582,17.96,-31.9232,8.7326,-53.27886063,2445.51,682.96,7.273548,1.4256,362.344,78.9467,9.6994,0.668969922,0.092822621,1.872656,4.91336,0.001204,220.28,3320.4,37.72,85.621822,2445.76,87.24,4649.32,605.68,29.02,658.536,81.256,1.582,1.261,57.2,19.876,362.56,362.56,408.2788,186.08,158.16,0.000166223,122.64,143.64,115,7.3494,11.771848,24.02744,0.33428,61.52,0.000006172,4.63216,0.000160186,5.86,148.04,133.88,0.929618707,409.3035737,1.47399E-05,218.6016,265987.84,144.5216,912.7733445,167991.3024,525.7824,432105.4176,11584.7776,97.3696,10820.4791,1039.064064,0.032256,0.0481996,149.76,119.981824,6218.65928,6218.65928,9187.059651,1085.7536,444.3744,8.64848E-09,47.4304,153.2704,36.8,6.48675184,1.642752586,3.542086406,0.027789162,1621.8816,2.85242E-12,7.064693894,1.3434E-07,0.2304,52.0384,74.4256,11.52,"C. Zheng, Q. Wang, R. Chen, W. Wei, Y. Su, H. Fu, Mechanical properties and microstructure evolution of NbSiZr based alloy, J. Alloys Compd. 963 (2023) 171155."
alloy120,60,16,0,0,0,0,20,0,0,0,4,0,4.64,1.59,17.111,-31.6736,8.7326,-53.306608,2477.27,715.16,7.345424,1.4197,362.7584,78.7484,9.4913,0.68299808,0.096937578,1.912256,1.57336,0.000568,221.68,3336,37.76,85.7201372,2477.12,91.56,4683.52,613,29.004,665.08,82.496,1.59,1.26956,57.28,20.092,362.9796,362.9796,401.2796,185.76,157.96,0.000170531,122.56,143.4,114.88,7.483,11.670148,24.01264,0.33412,62.9,0.000006188,4.80816,0.000160179,5.9,147.52,133.48,0.893863392,15.13921847,5.39296E-07,192.0576,262144,147.3024,931.2660326,195372.3456,893.8464,475681.6896,12421.6,97.501184,11322.9536,874.451584,0.02928,0.043058806,148.7616,114.804736,6186.866356,6186.866356,9007.308996,1074.1824,438.5984,8.26915E-09,46.7264,150.64,35.4656,8.5077992,1.55774115,3.49694759,0.027850666,1561.272,2.84986E-12,7.339197574,1.34343E-07,0.24,47.1296,70.1696,10.67,"C. Zheng, Q. Wang, R. Chen, W. Wei, Y. Su, H. Fu, Mechanical properties and microstructure evolution of NbSiZr based alloy, J. Alloys Compd. 963 (2023) 171155."
alloy121,82,16,0,0,2,0,0,0,0,0,0,0,4.86,1.6492,10.978,-30.3216,4.4412,-41.7295772,2568.67,666.03,7.454042,1.3812,363.3472,78.6356,7.4381,0.376232692,0.080274259,2.138296,1.03156,0.000402,228.68,3324.4,36.34,81.7167454,2568.52,99.2,4680.5,625.72,30.492,681.0096,93.264,1.6492,1.32594,58.16,23.266,363.6424,363.6424,363.6424,183.44,155.02,0.000200097,121.84,141.54,113.5,7.544,10.962894,23.80524,0.3402,69.752,0.0000065,5.65216,0.000160126,6.13,144.36,130.98,0.909056698,0.216942926,6.4196E-08,0.5376,358964.64,100.7044,580.5549065,154358.0496,1110.12,516768.09,13452.0016,77.672336,12362.71172,319.181904,0.01205136,0.024609056,137.2944,123.351044,6163.915818,6163.915818,6163.915818,1019.5264,381.2996,8.04058E-09,45.7744,136.4484,28.49,5.215428,0.481101823,3.102921902,0.02699152,1227.788496,3.0096E-12,6.111087494,1.3436E-07,0.1481,14.0304,41.6196,8.74,"Z. Zhou, Q. Wang, R. Chen, T. Zhao, D. Chen, Y. Su, Microstructure evolution and mechanical properties of as-cast and ultrasonic treated Nb-16Si-xCr alloys, J. Mater. Res. Technol. 17 (2022) 2856-2863."
alloy122,80,16,0,0,4,0,0,0,0,0,0,0,4.88,1.6504,10.956,-30.5152,4.9924,-43.28211475,2557.27,668.86,7.428318,1.3776,362.5664,79.1546,7.5597,0.418378865,0.087357511,2.133376,1.07056,0.000436,228.68,3373.6,36,80.89854,2557.12,102.68,4639.04,618.96,30.376,674.2992,92.828,1.6504,1.32336,58.2,23.604,362.8544,362.8544,362.8544,182.8,154.52,0.000201711,121.56,141.04,113.24,7.5164,10.890708,23.78024,0.34388,70.556,0.000006452,5.67616,0.000160125,6.18,144,130.68,0.906093244,0.300710246,1.20704E-07,0.5376,492887.04,103.2,595.0476277,156588.3456,1743.8976,573093.1584,14957.3184,79.188224,13871.4029,334.743616,0.01200384,0.02527031,136.96,131.878784,6246.732097,6246.732097,6246.732097,1020.96,384.5696,8.28735E-09,47.8464,143.2384,30.5024,5.19611904,0.754030014,3.093808902,0.027101626,1233.651264,3.0457E-12,6.189607814,1.3436E-07,0.2576,19.2,44.2176,8.22,"Z. Zhou, Q. Wang, R. Chen, T. Zhao, D. Chen, Y. Su, Microstructure evolution and mechanical properties of as-cast and ultrasonic treated Nb-16Si-xCr alloys, J. Mater. Res. Technol. 17 (2022) 2856-2863."
alloy123,78,16,0,0,6,0,0,0,0,0,0,0,4.9,1.6516,10.933,-30.6864,5.4525,-44.56775618,2545.87,671.34,7.402251,1.374,361.7856,79.6625,7.6716,0.452361834,0.092645381,2.128456,1.10956,0.00047,228.68,3422.8,35.66,80.0803346,2545.72,106.16,4597.58,612.2,30.26,667.5888,92.392,1.6516,1.32078,58.24,23.942,362.0664,362.0664,362.0664,182.16,154.02,0.000203325,121.28,140.54,112.98,7.4888,10.818522,23.75524,0.34756,71.36,0.000006404,5.70016,0.000160125,6.23,143.64,130.38,0.903081378,0.381435566,1.749E-07,0.5376,621968.16,105.4644,608.2014288,158558.7216,2353.4544,625980.3636,16371.24,80.6772,15290.03514,349.925136,0.01195344,0.025918252,136.6224,140.178036,6328.306487,6328.306487,6328.306487,1021.5744,387.3396,8.52891E-09,49.7616,149.5284,32.3796,5.17528656,1.016536569,3.083445902,0.027184646,1238.2212,3.07718E-12,6.266976134,1.3436E-07,0.3621,24.1104,46.6356,6.69,"Z. Zhou, Q. Wang, R. Chen, T. Zhao, D. Chen, Y. Su, Microstructure evolution and mechanical properties of as-cast and ultrasonic treated Nb-16Si-xCr alloys, J. Mater. Res. Technol. 17 (2022) 2856-2863."
alloy124,76,16,0,0,8,0,0,0,0,0,0,0,4.92,1.6528,10.909,-30.8352,5.8518,-45.66641155,2534.47,673.49,7.375833,1.3704,361.0048,80.1596,7.7742,0.480983147,0.096822893,2.123536,1.14856,0.000504,228.68,3472,35.32,79.2621292,2534.32,109.64,4556.12,605.44,30.144,660.8784,91.956,1.6528,1.3182,58.28,24.28,361.2784,361.2784,361.2784,181.52,153.52,0.000204939,121,140.04,112.72,7.4612,10.746336,23.73024,0.35124,72.164,0.000006356,5.72416,0.000160124,6.28,143.28,130.08,0.900021098,0.459118886,2.26784E-07,0.5376,746208,107.4976,620.0163097,160269.1776,2938.7904,675429.7056,17693.7664,82.139264,16618.60845,364.726464,0.01190016,0.02655288,136.2816,148.2488,6408.638989,6408.638989,6408.638989,1021.3696,389.6096,8.76525E-09,51.52,155.3184,34.1216,5.15293056,1.268621486,3.071832902,0.027240582,1241.498304,3.10406E-12,6.343192454,1.3436E-07,0.4616,28.7616,48.8736,6.34,"Z. Zhou, Q. Wang, R. Chen, T. Zhao, D. Chen, Y. Su, Microstructure evolution and mechanical properties of as-cast and ultrasonic treated Nb-16Si-xCr alloys, J. Mater. Res. Technol. 17 (2022) 2856-2863."
alloy125,58,16,20,2,2,2,0,0,0,0,0,0,4.6,1.6314,12.652,-31.6688,9.6922,-54.59531141,2365.46,760.49,6.6738,1.3909,357.6454,83.0043,7.8907,0.723946326,0.155665117,1.930816,4.06022,0.002186,220.9,3479.4,32.6,73.10204737,2365.5094,100.16,4341.78,564.222,28.537,618.6756,74.97,1.6314,1.2358,58.2,24.924,357.8542,357.8542,396.2576,177.64,153.58,0.000181189,120.06,139.02,111.92,6.7088,10.953258,23.91184,0.40202,66.444,0.000007048,5.37016,0.000160176,6.055,144.76,130.6,0.935744576,208.2413583,2.52808E-05,204.85,527201.64,158.96,952.673203,237542.5633,1183.6144,698058.2116,19599.96292,106.295881,19011.99637,1665.3613,0.01600804,0.06209632,150.36,184.010224,6878.20996,6878.20996,7470.45973,1043.7904,395.9636,8.40819E-09,47.2164,136.0996,32.1136,7.24412236,0.639537904,3.332059174,0.03546618,2216.121264,8.9561E-12,28.79358173,1.34344E-07,0.378225,18.9424,43.6,10.33,"Z. Zhou, Q. Wang, R. Chen, T. Zhao, D. Chen, Y. Su, Effect of Re addition on microstructure and mechanical properties of Nb-Si-Ti-Al-Cr-Hf ultrahigh temperature alloys, Int. J. Refract. Met. Hard Mater 105 (2022) 105835."
alloy126,47.8,16,24,1.9,2.1,8.2,0,0,0,0,0,0,4.491,1.61045,15.037,-32.43779,11.2245,-58.4629157,2318.6,749.02,6.902879,1.4013,355.4882,83.998,8.4983,0.802308841,0.155418563,1.807212,10.637787,0.0035333,217.334,3477.5,33.773,76.63167219,2319.26793,99.135,4274.91,547.4739,28.12185,601.23698,66.5136,1.61045,1.195939,57.911,24.0781,355.66033,355.66033,412.50167,177.428,154.12,0.000168911,119.924,138.886,111.964,6.84465,11.1009901,23.99945,0.40439,63.1255,0.000006995,4.96126,0.000160196,6.02975,145.591,131.134,0.937410317,783.5192932,4.22377E-05,259.298444,561742.75,250.817471,1612.610549,226741.0595,1251.730775,688775.9779,18732.58861,110.0809801,18189.71655,2110.294435,0.022612298,0.074158029,153.379079,215.7429704,7046.931751,7046.931751,7718.872763,1055.296816,413.8436,8.69237E-09,49.024224,140.517004,37.406704,9.752112638,1.008032652,3.533997358,0.038015822,2356.59188,8.87182E-12,27.98290937,1.34337E-07,0.391552438,31.145719,53.450044,14.02,"韦玮. 稀土元素La/Sm/Ho对Nb-Si基超高温合金组织和性能的影响[D]. 黑龙江:哈尔滨工业大学,2023."
alloy127,96.3,0.7,0,3,0,0,0,0,0,0,0,0,4.933,1.6024,2.504,-3.60602,1.4652,-7.544785292,2688.21,594.22,8.358774,1.4272,333.7787,21.7279,1.6133,1.092274944,0.562945877,2.4712657,1.115602,0.0012866,228.866,3519.64,39.971,90.47487547,2688.0631,103.544,4937.342,666.044,26.4851,718.956,85.1245,1.6024,1.253934,53.974,26.8016,334.12533,334.12533,334.12533,194.991,162.339,0.000228838,124.514,146.153,115.752,8.35022,10.823961,24.554323,0.287089,59.8661,7.7411E-06,7.592107,7.14523E-06,5.906,145.854,133.611,0.205299752,0.03082124,2.5499E-05,0.490044,88629.4704,27.564159,153.8830066,103067.0406,58.178064,165975.705,5124.797364,11.59399299,5213.921364,71.87094975,0.00062724,0.00454334,24.969324,17.09223744,469.5122441,469.5122441,469.5122441,235.928919,72.374079,1.73742E-09,6.351804,19.239591,2.060496,1.257966952,0.031735285,0.164733659,0.012893459,1033.520541,7.44926E-12,28.90898131,6.94897E-09,0.309789,0.696684,4.301679,7.8,"S. Kashyap, C.S. Tiwary, K. Chattopadhyay, Microstructure and mechanical properties of oxidation resistant suction cast Nb–Si–Al alloy, Mater. Sci. Eng., A 559 (2013) 74-85."
alloy128,86,5,0,9,0,0,0,0,0,0,0,0,4.77,1.6159,6.524,-15.5468,4.1255,-25.99875425,2533.5,826.86,7.734902,1.4155,347.4344,49.7191,4.2545,0.672289748,0.227918478,2.218255,1.01827,0.003054,228.54,3561.8,37.13,83.73206667,2533.3623,98.95,4724.55,629.519,26.5455,682.661,84.551,1.6159,1.25204,56.85,24.358,347.744,347.744,347.744,186.45,157.48,0.000205533,123.02,143.56,114.85,7.7297,10.82506,24.32345,0.34423,74.962,0.000008487,9.18205,5.01313E-05,5.7325,145.33,132.34,0.719510555,0.106740017,7.18127E-05,1.4284,311424.76,92.0331,517.0701655,306546.8686,241.8475,530046.0475,15968.43154,51.44145475,16022.03198,281.499499,0.00425619,0.018863958,92.6275,67.405036,2461.230694,2461.230694,2461.230694,821.0475,264.3496,6.1025E-09,25.2396,75.9064,10.7275,4.34189691,0.138492456,1.095206148,0.039661217,3025.931956,2.21631E-11,84.25535785,4.74869E-08,0.89156875,3.5611,18.9844,10.35,"S. Kashyap, C.S. Tiwary, K. Chattopadhyay, Microstructure and mechanical properties of oxidation resistant suction cast Nb–Si–Al alloy, Mater. Sci. Eng., A 559 (2013) 74-85."
alloy129,78.3,12.7,0,9,0,0,0,0,0,0,0,0,4.693,1.639,9.959,-28.2173,5.5731,-41.88059062,2451.65,865.97,7.211616,1.3942,363.8392,71.6046,6.5992,0.484216797,0.127971793,2.0176777,0.942502,0.0030386,228.386,3463.24,35.051,78.74082118,2451.5113,94.484,4582.562,606.65,28.3781,660.87,88.2085,1.639,1.284534,59.314,22.1096,364.12113,364.12113,364.12113,179.751,153.399,0.000186996,121.634,141.173,113.772,7.24922,10.918461,23.953003,0.378649,82.3001,8.1251E-06,8.666227,0.00012712,5.771,144.714,131.031,1.064670532,0.155593102,7.18973E-05,1.571004,443991.9024,127.752399,724.1146043,351390.8707,426.891744,688662.5462,19928.6334,92.63170539,19520.163,453.1843778,0.009918,0.032102859,146.431404,113.4243878,5108.182201,5108.182201,5108.182201,1204.236999,410.771799,9.05455E-09,42.778044,127.783071,22.178016,6.301736392,0.246041746,2.535301449,0.048407808,3359.35981,2.45922E-11,90.00537971,1.10841E-07,0.929934,7.284204,35.178039,20.2,"S. Kashyap, C.S. Tiwary, K. Chattopadhyay, Microstructure and mechanical properties of oxidation resistant suction cast Nb–Si–Al alloy, Mater. Sci. Eng., A 559 (2013) 74-85."
alloy130,66,12,22,0,0,0,0,0,0,0,0,0,4.66,1.6228,10.522,-23.5488,7.1648,-41.06394173,2444.61,704.69,6.87657,1.4031,347.9148,73.4589,6.6521,0.743780648,0.161914795,2.106392,2.12092,0.001256,221.06,3471.6,33.58,75.2191442,2444.46,100.46,4475.18,587.732,27.896,641.84,74.53,1.6228,1.2287,56.4,26.846,348.1524,348.1524,386.3158,182.72,156.76,0.000195726,121.08,140.86,112.56,6.92734,10.93816,24.12388,0.3754,58.14,0.000007022,4.97212,0.000120187,6.06,145.26,131.52,0.698894084,4.564055074,2.79206E-06,206.9364,292369.44,111.8436,637.6591115,186227.4084,409.6884,581498.1876,16647.74338,80.851584,16172.5344,1492.5801,0.01107216,0.05159517,112.2,136.123284,5387.747154,5387.747154,6500.660592,781.2816,288.1824,5.94793E-09,37.5936,104.2404,25.7664,5.605933304,0.177772214,2.597348266,0.026433,1292.61,2.94532E-12,6.280422826,1.05555E-07,0.0264,7.3524,29.4096,10.81,"Q. Huang, Y. Kang, J. Song, S. Qu, Y. Han, X. Guo, Effects of Ni, Co, B, and Ge on the microstructures and mechanical properties of Nb-Ti-Si ternary alloys, Met. Mater. Int. 20(3) (2014) 475-481."
alloy131,68,14,18,0,0,0,0,0,0,0,0,0,4.68,1.6312,11.079,-26.9984,7.0351,-44.27456542,2455.71,708.24,6.901945,1.3963,353.5742,77.5937,7.0867,0.639895898,0.14008195,2.079934,1.90324,0.001092,222.42,3419.6,33.8,75.7242916,2455.56,98.86,4496.58,592.088,28.692,646.58,78.62,1.6312,1.25222,57.12,25.762,353.819,353.819,385.0436,181.86,155.86,0.000193164,121.04,140.68,112.6,6.96506,10.97122,24.00926,0.37402,61.318,0.000006876,5.00614,0.000140174,6.07,145.06,131.26,0.793465777,3.978635342,2.40674E-06,177.7636,304135.84,115.2,658.1676561,189307.3264,455.0404,587322.8836,16546.59706,87.241936,15912.0436,1369.1296,0.01227456,0.050437892,127.1056,144.116356,6009.285925,6009.285925,6782.638083,886.2804,329.8804,6.76206E-09,41.1984,116.3776,27.4,5.846866016,0.197746412,2.929515192,0.02806942,1395.481876,3.21702E-12,6.58876244,1.20351E-07,0.0301,8.2564,33.6724,7.85,"Z. Sun, X. Guo, X. Tian, L. Zhou, Effects of B and Si on the fracture toughness of the Nb–Si alloys, Intermetallics 54 (2014) 143-147."
alloy132,49,16,20,3,6,2,0,0,4,0,0,0,4.62,1.6351,12.627,-32.46,12.019,-60.12545439,2301.81,766.44,6.460176,1.3792,355.7513,84.4809,8.2108,0.852293727,0.17827785,1.923036,4.28545,0.002666,220.86,3637.2,30.92,69.12779346,2301.8641,107.69,4181.93,537.943,27.7725,592.5338,72.242,1.6351,1.21934,58.57,26.81,355.9277,355.9277,394.3311,174.48,151.71,0.000188126,118.86,137.29,110.95,6.4965,10.700232,23.86944,0.42466,68.965,0.000007154,5.66316,0.000160176,6.1625,143.53,129.43,0.999872424,207.6517249,3.25494E-05,204.3604,817454.16,160.2736,960.3125497,243403.1724,2444.2539,752785.3251,20897.44505,115.7485188,20363.35238,1685.623236,0.01594299,0.064361044,152.8251,255.4535,7127.981416,7127.981416,7868.199486,1039.2496,401.8259,1.07219E-08,49.9604,141.6659,34.2675,7.07159455,1.411368521,3.339369446,0.036104864,2567.301075,1.17735E-11,39.45711897,1.34344E-07,0.75046875,33.1891,49.8451,9.9,"Y. Kang, S. Qu, J. Song, Q. Huang, Y. Han, Microstructure and mechanical properties of Nb–Ti–Si–Al–Hf–xCr–yV multi-element in situ composite, Mater. Sci. Eng., A 534 (2012) 323-328."
alloy133,51,16,20,3,6,2,0,0,2,0,0,0,4.62,1.6345,12.636,-32.48,11.5481,-59.19248752,2313.15,770.09,6.508158,1.3815,356.2921,84.2276,8.1861,0.822428803,0.172328237,1.910256,4.20725,0.002608,220.86,3615.6,31.28,69.96709086,2313.2041,107.23,4209.27,542.343,27.9585,596.8838,72.952,1.6345,1.22332,58.55,26.106,356.4757,356.4757,394.8791,175.02,151.93,0.000185192,119.12,137.55,111.15,6.5457,10.750304,23.86364,0.42018,69.425,0.000007132,5.69716,0.000160175,6.1425,143.77,129.67,0.975261876,207.8302321,3.26407E-05,204.3604,800450.64,160.9216,964.3017182,247008.519,2435.9371,760325.6971,21160.18665,113.6223528,20620.36082,1679.592496,0.01596675,0.063884798,153.0275,229.064764,7084.687553,7084.687553,7782.815496,1049.7796,404.7651,9.99604E-09,49.7056,143.2675,34.2475,7.15217431,1.297598127,3.32917931,0.036511828,2542.465675,1.17424E-11,39.46866809,1.34344E-07,0.73656875,31.4371,49.1011,11.1,"Y. Kang, S. Qu, J. Song, Q. Huang, Y. Han, Microstructure and mechanical properties of Nb–Ti–Si–Al–Hf–xCr–yV multi-element in situ composite, Mater. Sci. Eng., A 534 (2012) 323-328."
alloy134,52,16,20,3,3,2,0,0,4,0,0,0,4.59,1.6333,12.633,-32.2152,11.4112,-58.67674579,2318.91,771.78,6.50901,1.3846,356.9225,83.8433,8.0297,0.821399395,0.176983459,1.930416,4.22695,0.002615,220.86,3563.4,31.43,70.35510156,2318.9641,102.47,4244.12,548.083,27.9465,602.5994,72.896,1.6333,1.22321,58.51,26.303,357.1097,357.1097,395.5131,175.44,152.46,0.000185705,119.28,138.04,111.34,6.5379,10.808511,23.90694,0.41914,67.759,0.000007226,5.62716,0.000160177,6.0875,144.07,129.88,1.007404069,207.9010753,3.26913E-05,204.3604,653662.44,161.6251,966.9640379,248690.0101,1536.8091,723863.8656,20248.22141,114.3706128,19712.57913,1689.064584,0.01595811,0.064169286,153.3699,245.827091,7019.666009,7019.666009,7669.098441,1052.7664,400.9484,1.0284E-08,49.0616,136.9184,32.9844,7.18443439,1.039317221,3.345880196,0.03682136,2554.184619,1.16165E-11,39.33797049,1.34343E-07,0.58171875,25.8451,47.0056,13.95,"Y. Kang, S. Qu, J. Song, Q. Huang, Y. Han, Microstructure and mechanical properties of Nb–Ti–Si–Al–Hf–xCr–yV multi-element in situ composite, Mater. Sci. Eng., A 534 (2012) 323-328."
alloy135,54,16,20,3,3,2,0,0,2,0,0,0,4.59,1.6327,12.641,-32.2208,10.9305,-57.69159763,2330.25,775,6.556288,1.3868,357.4633,83.5805,7.9973,0.790507921,0.170904404,1.917636,4.14875,0.002557,220.86,3541.8,31.79,71.19439896,2330.3041,102.01,4271.46,552.483,28.1325,606.9494,73.606,1.6327,1.22719,58.49,25.599,357.6577,357.6577,396.0611,175.98,152.68,0.000182771,119.54,138.3,111.54,6.5871,10.858583,23.90114,0.41466,68.219,0.000007204,5.66116,0.000160176,6.0675,144.31,130.12,0.982982153,208.0704331,3.27767E-05,204.3604,633470.76,161.9059,968.8930535,251907.5288,1523.6899,728003.6884,20421.73101,112.1797188,19882.01685,1682.105164,0.01597971,0.063662234,153.5699,218.724499,6975.076674,6975.076674,7582.41898,1062.2596,403.5576,9.54395E-09,48.5884,138.13,32.8084,7.26094039,0.914703335,3.33612506,0.037178864,2530.458739,1.15886E-11,39.35196761,1.34344E-07,0.56481875,23.8339,46.0456,14.7,"Y. Kang, S. Qu, J. Song, Q. Huang, Y. Han, Microstructure and mechanical properties of Nb–Ti–Si–Al–Hf–xCr–yV multi-element in situ composite, Mater. Sci. Eng., A 534 (2012) 323-328."
